10,16,20.4,40.6,51.7,76.4,114.2,63.6,95.5,109.7
11,17.6,22.4,44.7,56.9,84,125.6,70,105.1,229.2
12.1,19.4,24.6,49.2,62.6,92.4,138.2,77,115.6,369.2
13.3,21.3,27,54.1,68.8,101.6,151.9,84.6,127.1,426.7
14.6,23.4,29.6,59.4,75.5,111.5,166.7,92.9,139.5,457.6
16,25.6,32.4,65.1,82.7,122.2,182.7,101.8,152.9,596.2
17.5,28,35.4,71.2,90.5,133.7,199.8,111.3,167.2,634.6
19.1,30.6,38.6,77.7,98.8,145.9,218.1,121.5,182.5,674.6
20.8,33.3,42,84.6,107.6,158.9,237.5,132.3,198.7,747.3
22.6,36.2,45.6,91.9,116.9,172.7,258.1,143.7,215.9,897.8
24.5,39.2,49.4,99.6,126.7,187.2,279.8,155.8,234.1,975.9
26.5,42.4,53.4,107.7,137,202.5,302.6,168.5,253.2,1056.3
28.6,45.8,57.6,116.2,147.9,218.5,326.6,181.9,273.3,1139.0
30.8,49.3,62,125.1,159.3,235.3,351.7,195.9,294.3,1224.0
33.1,53,66.6,134.4,171.2,252.9,378,210.5,316.3,1683.8
35.5,56.8,71.4,144.1,183.6,271.2,405.4,225.8,339.2,1782.8
38,60.8,76.4,154.2,196.5,290.3,433.9,241.7,363.1,1884.2
40.6,65,81.6,164.8,209.9,310.2,463.6,258.2,387.9,1988.0
43.3,69.3,87,175.8,223.9,330.8,494.4,275.4,413.7,2094.1
46.1,73.8,92.6,187.2,238.4,352.2,526.4,293.2,440.5,2660.3
49,78.4,98.4,199,253.4,374.4,559.5,311.6,468.2,2780.8
52,83.2,104.4,211.2,268.9,397.3,593.8,330.7,496.9,2903.7
55.1,88.2,110.6,223.8,284.9,421,629.2,350.4,526.5,3029.0
58.3,93.3,117,236.8,301.4,445.5,665.7,370.8,557.1,3156.7
64.7,103.5,129.8,262.8,334.5,494.4,738.8,411.5,618.3,3286.8
71.2,113.9,142.8,289.2,368.1,544.1,813,452.8,680.4,3539.3
77.8,124.5,156,316,402.2,594.5,888.4,494.8,743.5,3794.3
84.5,135.2,169.4,343.2,436.8,645.7,964.9,537.4,807.5,4051.8
91.3,146.1,183,370.8,471.9,697.7,1042.5,580.6,872.5,5227.2
98.2,157.1,196.8,398.8,507.6,750.4,1121.3,624.5,938.4,5488.9
105.2,168.3,210.8,427.2,543.8,803.9,1201.2,669,1005.3,5753.0
112.3,179.7,225,456,580.5,858.2,1282.3,714.2,1073.1,6020.0
119.5,191.2,239.4,485.2,617.7,913.2,1364.5,760,1141.9,6289.8
126.8,202.9,254,514.8,655.4,969,1447.9,806.4,1211.7,6562.4
134.2,214.7,268.8,544.8,693.6,1025.6,1532.4,853.5,1282.4,6837.8
141.7,226.7,283.8,575.2,732.4,1082.9,1618,901.2,1354.1,7116.0
149.3,238.9,299,606,771.7,1141,1704.8,949.5,1426.7,7397.0
157,251.2,314.4,637.3,811.5,1199.8,1792.7,998.5,1500.3,7680.8
164.8,263.7,330,669,851.8,1259.4,1881.8,1048.1,1574.8,7967.3
172.7,276.3,345.8,701.1,892.6,1319.8,1972,1098.3,1650.3,8834.6
180.7,289.1,361.8,733.6,933.9,1380.9,2063.3,1149.2,1726.7,9132.7
188.8,302.1,378,766.5,975.8,1442.8,2155.8,1200.7,1804.1,9433.7
197,315.2,394.4,799.8,1018.2,1505.5,2249.4,1252.8,1882.5,9737.6
205.3,328.5,411,833.5,1061.1,1568.9,2344.2,1305.6,1961.8,10044.5
213.7,341.9,427.8,867.6,1104.5,1633.1,2440.1,1359,2042.1,11301.3
222.2,355.5,444.8,902.1,1148.4,1698.1,2537.2,1413.1,2123.3,11622.8
230.8,369.3,462,937,1192.8,1763.8,2635.4,1467.8,2205.5,11947.2
239.5,383.2,479.4,972.3,1237.8,1830.3,2734.7,1523.1,2288.6,12274.5
248.3,397.3,497,1008,1283.3,1897.5,2835.2,1579.1,2372.7,12604.7
265.9,425.5,532.2,1079.4,1374.3,2032,3036.2,1691,2540.9,16429.9
283.6,453.8,567.6,1151.3,1465.8,2167.3,3238.3,1803.6,2710,16795.2
301.4,482.3,603.2,1223.6,1557.8,2303.3,3441.5,1916.8,2880.1,17163.4
319.3,510.9,639,1296.3,1650.3,2440.1,3645.9,2030.6,3051.1,17534.6
337.3,539.7,675,1369.4,1743.3,2577.6,3851.4,2145.1,3223.1,17908.8
355.4,568.7,711.2,1442.9,1836.8,2715.9,4058.1,2260.2,3396.1,18286.0
373.6,597.8,747.6,1516.8,1930.9,2855,4265.9,2375.9,3570,18666.2
391.9,627.1,784.2,1591.1,2025.5,2994.8,4474.8,2492.3,3744.9,19049.4
410.3,656.5,821,1665.8,2120.6,3135.4,4684.9,2609.3,3920.7,19435.7
428.8,686.1,858,1740.9,2216.2,3276.8,4896.1,2727,4097.5,19825.0
447.4,715.9,895.2,1816.4,2312.3,3418.9,5108.5,2845.3,4275.2,20217.4
466.1,745.8,932.6,1892.3,2409,3561.8,5322,2964.2,4453.9,20612.9
484.9,775.9,970.2,1968.6,2506.2,3705.4,5536.6,3083.7,4633.5,21011.5
503.8,806.1,1008,2045.3,2603.9,3849.8,5752.4,3203.9,4814.1,21413.2
522.8,836.5,1046,2122.4,2702.1,3995,5969.3,3324.7,4995.6,21818.0
541.9,867.1,1084.2,2199.9,2800.8,4140.9,6187.4,3446.2,5178.1,23468.8
561.1,897.8,1122.6,2277.8,2900,4287.6,6406.6,3568.3,5361.6,23889.3
580.4,928.7,1161.2,2356.2,2999.8,4435.1,6627,3691,5546,24313.0
599.8,959.7,1200,2435,3100.1,4583.4,6848.5,3814.4,5731.4,24739.9
619.3,990.9,1239,2514.2,3200.9,4732.4,7071.1,3938.4,5917.7,25169.9
638.9,1022.3,1278.2,2593.8,3302.2,4882.2,7294.9,4063.1,6105,25563.0
658.6,1053.8,1317.6,2673.8,3404,5032.7,7519.8,4188.4,6293.2,25999.2
678.4,1085.5,1357.2,2754.2,3506.3,5184,7745.8,4314.3,6482.4,26438.6
698.3,1117.3,1397,2835,3609.1,5336,7973,4440.8,6672.5,26881.2
718.3,1149.3,1437,2916.2,3712.5,5488.8,8201.3,4568,6863.6,27327.0
758.3,1213.3,1517,3078.6,3919.2,5794.5,8658,4822.4,7245.8,27776.2
798.4,1277.5,1597.2,3241.4,4126.4,6100.9,9115.8,5077.4,7629,28228.6
838.6,1341.8,1677.6,3404.6,4334.2,6408.1,9574.8,5333,8013.1,28684.3
878.9,1406.3,1758.2,3568.2,4542.5,6716.1,10035,5589.3,8398.2,29143.2
919.3,1470.9,1839,3732.2,4751.3,7024.8,10496.3,5846.2,8784.3,29505.4
959.8,1535.7,1920,3896.6,4960.6,7334.3,10958.8,6103.8,9171.3,29870.9
1000.4,1600.7,2001.2,4061.4,5170.4,7644.5,11422.4,6362,9559.2,31366.3
