0,1,2,3,9,8,10,11,12,13,14,15,5,17,6,16,4,18,7,19,20,21,22,23,24,25,26,27,28,29
2,21,13,32,13,58,187,649,108,338,7767,3422,14691,5774,20694,20786,37415,126276,11365,121227,1044718,306856,3314045,932075,17050757.9,63940342.6,61656758.8,153028670.9,26968666.6,112369443.6
2.2,23.1,14.3,35.2,14.3,63.8,205.7,713.9,118.8,371.8,8543.7,3764.2,16160.1,6351.4,22763.4,22864.6,41156.5,138903.6,12501.5,133349.7,1149189.8,337541.6,3645449.5,1025282.5,18442656.5,69159962.4,66689963.6,165520807.3,29170190.4,121542459.4
2.4,25.4,15.7,38.7,15.7,70.2,226.3,785.3,130.7,409,9398.1,4140.6,17776.1,6986.5,25039.7,25151.1,45272.2,152794,13751.7,146684.7,1264108.8,371295.8,4009994.5,1127810.8,19904150,74640563.1,71974828.6,178637550.5,31481790.3,131174125.9
2.7,27.9,17.3,42.6,17.3,77.1,248.7,863.2,143.6,449.5,10330.1,4551.3,19539,7679.4,27523,27645.4,49762,167947.1,15115.5,161231.9,1389474.9,408118.5,4407679.9,1239659.8,21435238.4,80382144.9,77511353.9,192378900.6,33903466.5,141264443.3
2.9,30.7,19,46.7,19,84.7,273,947.5,157.7,493.5,11339.8,4996.1,21448.9,8430,30213.2,30347.6,54625.9,184363,16592.9,176991.4,1525288.3,448009.8,4838505.7,1360829.5,23035921.8,86384707.7,83299539.4,206744857.4,36435218.9,151813411.5
3.2,33.6,20.8,51.2,20.8,92.8,299.2,1038.4,172.8,540.8,12427.2,5475.2,23505.6,9238.4,33110.4,33257.6,59864,202041.6,18184,193963.2,1671548.8,490969.6,5302472,1491320,24706200.2,92648251.5,89339385.2,221735421.1,39077047.5,162821030.5
3.5,36.8,22.8,56,22.8,101.5,327.3,1135.8,189,591.5,13592.3,5988.5,25709.3,10104.5,36214.5,36375.5,65476.3,220983,19888.8,212147.3,1828256.5,536998,5799578.8,1631131.3,26446073.4,99172776.2,95630891.2,237350591.6,41828952.2,174287300.2
3.8,40.1,24.8,61.1,24.8,110.8,357.2,1239.6,206.3,645.6,14835,6536,28059.8,11028.3,39525.5,39701.3,71462.7,241187.2,21707.2,231543.6,1995411.4,586095,6329826,1780263.3,28255541.6,105958281.9,102174057.4,253590368.9,44690933.1,186212220.7
4.2,43.7,27,66.6,27,120.6,389,1349.9,224.6,703,16155.4,7117.8,30557.3,12009.9,43043.5,43234.9,77823.2,262654.1,23639.2,252152.2,2173013.4,638260.5,6893213.6,1938716,30134604.7,113004768.7,108968883.9,270454753.1,47662990.3,198595792.1
4.5,47.5,29.4,72.3,29.4,131.1,422.6,1466.7,244.1,763.9,17553.4,7733.7,33201.7,13049.2,46768.4,46976.4,84557.9,285383.8,25684.9,273973,2361062.7,693494.6,7489741.7,2106489.5,32083262.7,120312236.4,116015370.6,287943744,50745123.6,211438014.2
4.9,51.5,31.9,78.4,31.9,142.1,458.2,1590.1,264.6,828.1,19029.2,8383.9,35993,14146.3,50700.3,50925.7,91666.8,309376.2,27844.3,297006.2,2559559.1,751797.2,8119410.3,2283583.8,34101515.7,127880685.1,123313517.6,306057341.8,53937333.1,224738887.1
