0,1,2,3,9,8,10,11,12,13,14,15,5,17,6,16,4,18,7,19,20,21,22,23,24,25,26,27,28,29
0,61,69,77,85,94,102,111,120,129,138,147,157,166,176,187,197,208,219,230,241,253,265,278,290,304,317,331,345,360,375,391,407,424,441,459,477,496,516,537,558,580,602,626,650,676,702,729,757,787,818,849,882,917,953,990,1029,1069,1111,1155,1201,1249,1298,1350,1404,1461,1520,1581,1645,1712,1782,1855,1931,2011,2094,2181,2272,2367,2467,2571,2679,2793,2911,3036,3166,3301,3444,3592,3748,3911,4081,4259,4446,4641,4846,5060,5284,5518,5764,6021,6290,6572,6867,7176,7499,7838,8193,8564,8953,9361,9788,10235,10703,11194,11708,12246,12810,13401,14019,14668,15347,16058,16803,17584,18402,19259,20157,21098,22084,23116,24198,25332,26520,27765,29069,30436,31867,33368,34940,36587,38313,40122,42017,44003,46084,48265,50550,52945,55454,58083,60839,63726,66752,69923,73245,76727,80376,84200,88207,92406,96806,101417,106250,111314,116621,122182,128010,134118,140518,147225,154255,161621,169340,177430,185908,194793,204104,213861,224087,234803,246033,257802,270136,283062,296607,310803,325680,341271,357609,374732,392676,411482,431190,451843,473488,496171,519943,544856,570964,598325,627000,657050,688543,721546,756134,792382,830370,870180,911902,955625,1001447,1049469,1099795,1152536,1207809,1265735,1326441,1390060,1456733,1526606,1599833,1676574,1756999,1841284,1929614,2022184,2119197,2220866,2327415,2439078,2556101,2678741,2807267,2941962,3083122,3231058,3386094,3548572,3718848,3897298,4084313,4280304,4485702,4700960,4926550,5162967,5410733,5670390,5942512,6227694,6526566,6839782,7168033,7512040,7872559,8250383,8646341,9061306,9496189,9951945,10429578,10930137,11454723,12004488,12580642,13184451,13817242,14480407,15175404,15903761,16667078,17467035,18305389,19183983,20104750,21069714,22080996,23140819,24251513,25415520,26635399,27913832,29253630,30657738,32129243,33671379,35287538,36981273,38756306,40616541,42566067,44609169,46750341,48994288,51345945,53810480,56393314,59100123,61936858,64909757
0,94,106,118,131,144,157,170,184,198,212,226,241,256,272,287,303,320,337,354,372,390,409,428,447,468,488,510,532,555,578,602,627,653,679,707,735,765,795,826,859,893,928,964,1001,1040,1081,1123,1166,1212,1259,1308,1359,1412,1467,1525,1584,1647,1711,1779,1850,1923,2000,2079,2163,2250,2340,2435,2534,2637,2744,2857,2974,3097,3225,3359,3499,3646,3799,3959,4126,4301,4484,4675,4875,5084,5303,5532,5772,6022,6285,6559,6847,7148,7462,7792,8137,8498,8876,9272,9686,10120,10575,11050,11549,12070,12617,13189,13788,14416,15073,15762,16483,17239,18030,18859,19727,20637,21590,22588,23634,24729,25877,27080,28339,29659,31042,32491,34009,35599,37266,39012,40841,42758,44766,46871,49076,51386,53807,56344,59002,61788,64707,67765,70970,74328,77847,81535,85399,89448,93692,98138,102798,107681,112798,118160,123779,129668,135838,142305,149081,156183,163624,171423,179596,188160,197135,206541,216398,226727,237552,248896,260784,273243,286299,299981,314320,329346,345094,361597,378891,397016,416010,435915,456776,478637,501547,525557,550718,577087,604722,633682,664032,695838,729171,764104,800712,839078,879285,921421,965579,1011857,1060355,1111182,1164447,1220269,1278769,1340078,1404329,1471663,1542229,1616182,1693684,1774906,1860026,1949232,2042719,2140693,2243369,2350974,2463743,2581925,2705779,2835577,2971606,3114163,3263563,3420134,3584219,3756181,3936396,4125261,4323191,4530622,4748008,4975829,5214585,5464801,5727027,6001839,6289842,6591668,6907982,7239478,7586886,7950969,8332528,8732401,9151468,9590649,10050911,10533265,11038772,11568542,12123741,12705589,13315366,13954411,14624131,15325996,16061550,16832411,17640273,18486911,19374188,20304054,21278553,22299827,23370123,24491792,25667300,26899233,28190298,29543334,30961316,32447360,34004733,35636861,37347329,39139901,41018515,42987302,45050590,47212916,49479034,51853924,54342809,56951160,59684711,62549473,65551742,68698121,71995525,75451204,79072755,82868140,86845703,91014189,95382762,99961026
0,141,160,179,198,217,237,257,278,299,320,342,364,387,410,433,458,483,508,534,561,588,616,645,675,705,737,769,802,837,872,908,946,985,1025,1066,1109,1153,1199,1247,1296,1347,1399,1454,1511,1569,1630,1694,1760,1828,1899,1973,2050,2130,2213,2300,2390,2484,2582,2684,2790,2901,3016,3137,3263,3394,3530,3673,3822,3978,4140,4310,4487,4672,4866,5068,5279,5500,5731,5972,6224,6488,6764,7052,7354,7670,8000,8346,8707,9085,9481,9895,10329,10783,11257,11755,12275,12820,13390,13987,14612,15267,15952,16670,17422,18209,19033,19896,20800,21747,22739,23778,24866,26006,27199,28450,29760,31132,32570,34076,35653,37306,39037,40851,42752,44743,46829,49015,51305,53704,56218,58852,61612,64503,67533,70708,74034,77520,81172,84999,89009,93211,97614,102228,107063,112129,117438,123001,128831,134939,141341,148049,155078,162444,170164,178253,186730,195613,204922,214677,224900,235613,246839,258604,270933,283853,297393,311582,326451,342034,358364,375478,393412,412206,431902,452543,474174,496842,520599,545494,571585,598927,627581,657609,689079,722058,756620,792840,830798,870577,912266,955954,1001740,1049722,1100007,1152705,1207932,1265809,1326464,1390029,1456645,1526458,1599622,1676297,1756651,1840862,1929115,2021603,2118530,2220109,2326563,2438126,2555044,2677573,2805983,2940556,3081588,3229388,3384283,3546612,3716732,3895018,4081860,4277671,4482879,4697938,4923318,5159516,5407051,5666467,5938334,6223251,6521843,6834766,7162710,7506394,7866574,8244042,8639629,9054202,9488675,9944002,10421184,10921270,11445360,11994605,12570214,13173451,13805643,14468180,15162517,15890183,16652775,17451972,18289529,19167289,20087180,21051226,22061545,23120359,24229996,25392894,26611611,27888826,29227347,30630116,32100217,33640882,35255499,36947617,38720956,40579415,42527079,44568230,46707356,48949160,51298569,53760750,56341114,59045336,61879359,64849415,67962033,71224057,74642656,78225348,81980009,85914893,90038650,94360348,98889486,103636022,108610391,113823530,119286898,125012508,131012947,137301405,143891710,150798348
0,308,349,390,431,474,517,561,606,651,698,745,794,843,894,945,998,1052,1108,1165,1223,1283,1344,1407,1472,1539,1607,1678,1750,1825,1902,1981,2063,2148,2235,2326,2419,2516,2616,2719,2826,2937,3052,3171,3295,3423,3556,3695,3838,3987,4143,4304,4472,4646,4827,5016,5213,5418,5632,5854,6086,6327,6579,6842,7116,7402,7700,8012,8337,8676,9031,9401,9787,10191,10613,11054,11515,11996,12500,13026,13576,14152,14753,15383,16041,16729,17450,18203,18992,19817,20680,21583,22529,23519,24554,25639,26774,27962,29206,30508,31872,33300,34795,36360,38000,39717,41515,43397,45369,47435,49598,51864,54237,56723,59327,62054,64912,67905,71040,74325,77766,81371,85147,89104,93249,97592,102142,106910,111904,117138,122621,128366,134385,140693,147301,154226,161482,169084,177050,185398,194145,203310,212914,222978,233523,244573,256153,268287,281002,294326,308289,322920,338252,354319,371156,388800,407289,426665,446969,468247,490545,513912,538399,564060,590952,619133,648665,679614,712047,746036,781654,818981,858099,899093,942053,987074,1034255,1083699,1135515,1189818,1246725,1306362,1368861,1434359,1502999,1574933,1650318,1729320,1812113,1898879,1989809,2085102,2184967,2289625,2399305,2514248,2634708,2760948,2893246,3031894,3177195,3329469,3489052,3656292,3831560,4015238,4207732,4409465,4620879,4842440,5074635,5317973,5572991,5840248,6120332,6413859,6721474,7043853,7381705,7735773,8106835,8495706,8903242,9330338,9777934,10247012,10738606,11253794,11793711,12359542,12952532,13573983,14225264,14907804,15623105,16372739,17158355,17981679,18844520,19748777,20696438,21689584,22730400,23821174,24964304,26162303,27417805,28733569,30112489,31557596,33072066,34659230,36322576,38065762,39892619,41807164,43813606,45916356,48120037,50429493,52849801,55386284,58044516,60830341,63749886,66809567,70016111,73376568,76898326,80589127,84457085,88510704,92758896,97210999,101876802,106766562,111891029,117261470,122889690,128788064,134969558,141447763,148236920,155351955,162808511,170622980,178812543,187395203,196389830,205816197,215695029,226048043,236898001,248268756,260185305,272673848,285761839,299478052,313852643,328917212
0,447,506,566,626,688,750,814,879,945,1013,1082,1152,1224,1297,1372,1449,1528,1608,1691,1775,1862,1951,2042,2136,2233,2332,2435,2540,2649,2760,2876,2995,3118,3245,3376,3511,3651,3796,3946,4102,4263,4430,4603,4782,4969,5162,5362,5571,5787,6013,6247,6490,6743,7007,7281,7567,7864,8174,8497,8833,9184,9549,9931,10328,10743,11176,11628,12100,12593,13107,13644,14205,14791,15404,16044,16712,17411,18142,18906,19705,20540,21413,22326,23282,24281,25327,26420,27565,28762,30015,31326,32699,34135,35639,37212,38860,40584,42390,44280,46260,48332,50502,52774,55154,57645,60255,62988,65850,68848,71987,75276,78720,82328,86108,90066,94213,98558,103108,107876,112870,118102,123584,129327,135343,141647,148251,155170,162420,170015,177974,186312,195049,204203,213795,223846,234377,245411,256974,269089,281784,295087,309026,323633,338939,354977,371784,389395,407850,427189,447454,468690,490944,514264,538701,564310,591146,619268,648738,679621,711984,745899,781439,818684,857715,898618,941482,986401,1033475,1082806,1134504,1188681,1245457,1304956,1367309,1432653,1501132,1572896,1648103,1726918,1809514,1896073,1986785,2081849,2181474,2285879,2395294,2509960,2630127,2756060,2888036,3026346,3171292,3323193,3482385,3649215,3824052,4007278,4199298,4400533,4611425,4832438,5064058,5306794,5561179,5827773,6107162,6399959,6706809,7028385,7365396,7718581,8088717,8476617,8883136,9309165,9755641,10223547,10713910,11227809,11766373,12330786,12922289,13542183,14191829,14872657,15586163,16333914,17117557,17938812,18799485,19701469,20646746,21637395,22675593,23763623,24903876,26098859,27351200,28663651,30039099,31480565,32991220,34574385,36233540,37972332,39794585,41704304,43705687,45803135,48001259,50304890,52719094,55249178,57900704,60679502,63591680,66643641,69842093,73194070,76706940,80388426,84246621,88290007,92527474,96968338,101622362,106499776,111611305,116968185,122582194,128465673,134631557,141093402,147865413,154962479,162400203,170194935,178363813,186924794,195896702,205299258,215153136,225479998,236302547,247644577,259531022,271988015,285042942,298724503,313062778,328089288,343837068,360340740,377636586,395762631,414758724,434666628,455530110,477395036
0,4508,5098,5698,6307,6927,7558,8200,8855,9522,10202,10896,11604,12328,13067,13823,14596,15388,16199,17030,17882,18756,19653,20574,21521,22494,23496,24526,25587,26680,27807,28969,30168,31405,32683,34004,35369,36781,38242,39754,41320,42942,44623,46366,48174,50050,51996,54018,56118,58299,60567,62924,65376,67927,70581,73344,76220,79216,82337,85588,88977,92510,96193,100035,104041,108222,112584,117137,121889,126851,132032,137443,143095,148999,155167,161613,168350,175391,182751,190446,198491,206903,215701,224901,234525,244592,255123,266140,277668,289730,302352,315562,329386,343855,359000,374853,391448,408821,427009,446051,465988,486863,508722,531611,555579,580680,606966,634495,663327,693523,725151,758278,792975,829320,867390,907269,949043,992803,1038645,1086669,1136979,1189685,1244902,1302750,1363357,1426853,1493379,1563079,1636106,1712619,1792786,1876783,1964792,2057006,2153629,2254870,2360952,2472107,2588579,2710622,2838505,2972507,3112922,3260059,3414239,3575801,3745100,3922505,4108408,4303214,4507353,4721271,4945439,5180348,5426514,5684476,5954803,6238086,6534947,6846039,7172045,7513680,7871695,8246876,8640047,9052070,9483853,9936341,10410531,10907463,11428228,11973972,12545892,13145246,13773350,14431584,15121394,15844296,16601879,17395807,18227825,19099760,20013530,20971142,21974700,23026411,24128584,25283643,26494126,27762693,29092133,30485367,31945458,33475613,35079198,36759736,38520920,40366623,42300901,44328005,46452391,48678729,51011912,53457069,56019575,58705062,61519434,64468877,67559875,70799221,74194037,77751785,81480287,85387738,89482727,93774257,98271762,102985128,107924717,113101387,118526519,124212038,130170443,136414833,142958934,149817134,157004508,164536858,172430741,180703512,189373358,198459336,207981423,217960552,228418659,239378737,250864880,262902339,275517577,288738328,302593655,317114020,332331343,348279079,364992288,382507712,400863857,420101078,440261667,461389945,483532362,506737596,531056663,556543026,583252715,611244451,640579771,671323168,703542229,737307786,772694070,809778878,848643738,889374092,932059484,976793756,1023675254,1072807045,1124297144,1178258748,1234810491,1294076698,1356187665,1421279939,1489496623,1560987689,1635910308,1714429193,1796716967,1882954534,1973331486,2068046512,2167307841,2271333695,2380352772,2494604745,2614340793,2739824154,2871330696,3009149534,3153583658,3304950600,3463583137,3629830017,3804056728,3986646302,4178000157,4378538978,4588703644,4808956195
0,6699,7576,8467,9373,10295,11232,12187,13159,14150,15161,16192,17245,18320,19419,20542,21692,22868,24073,25308,26574,27873,29206,30576,31983,33429,34917,36448,38025,39650,41324,43051,44832,46672,48571,50534,52562,54661,56832,59079,61406,63816,66315,68905,71591,74379,77272,80276,83397,86639,90008,93512,97155,100946,104890,108996,113271,117723,122361,127193,132229,137479,142953,148662,154616,160829,167312,174078,181140,188514,196213,204254,212653,221428,230595,240174,250186,260649,271587,283022,294978,307480,320554,334227,348528,363489,379139,395512,412643,430569,449327,468957,489502,511005,533511,557071,581733,607550,634579,662878,692507,723529,756013,790029,825649,862950,902014,942926,985773,1030648,1077650,1126879,1178444,1232456,1289032,1348296,1410377,1475409,1543535,1614903,1689669,1767996,1850054,1936023,2026090,2120453,2219317,2322898,2431424,2545131,2664267,2789094,2919885,3056926,3200516,3350972,3508620,3673808,3846897,4028267,4218314,4417455,4626127,4844787,5073915,5314013,5565608,5829251,6105522,6395025,6698396,7016301,7349438,7698537,8064364,8447724,8849457,9270445,9711612,10173928,10658406,11166112,11698159,12255716,12840009,13452319,14093993,14766438,15471133,16209625,16983537,17794569,18644502,19535204,20468632,21446836,22471966,23546274,24672121,25851981,27088446,28384233,29742190,31165301,32656693,34219644,35857589,37574127,39373030,41258254,43233940,45304430,47474277,49748248,52131341,54628795,57246099,59989006,62863543,65876031,69033090,72341660,75809014,79442772,83250922,87241836,91424286,95807465,100401009,105215015,110260065,115547250,121088191,126895070,132980651,139358312,146042072,153046625,160387368,168080440,176142750,184592024,193446834,202726648,212451864,222643863,233325050,244518905,256250038,268544237,281428530,294931241,309082054,323912078,339453915,355741732,372811336,390700254,409447811,429095223,449685683,471264457,493878984,517578981,542416549,568446293,595725436,624313950,654274685,685673507,718579444,753064839,789205504,827080893,866774273,908372907,951968248,997656137,1045537017,1095716151,1148303855,1203415741,1261172970,1321702517,1385137455,1451617242,1521288030,1594302989,1670822637,1751015201,1835056979,1923132735,2015436099,2112169997,2213547094,2319790263,2431133077,2547820317,2670108518,2798266523,2932576085,3073332478,3220845150,3375438402,3537452102,3707242432,3885182669,4071664010,4267096427,4471909573,4686553721,4911500760,5147245230,5394305405,5653224442,5924571563,6208943319,6506964891,6819291471,7146609698
0,9951,11253,12577,13923,15291,16684,18102,19547,21019,22520,24052,25615,27212,28844,30513,32220,33968,35758,37592,39473,41402,43383,45417,47507,49655,51865,54140,56482,58895,61382,63947,66593,69325,72147,75062,78076,81192,84417,87755,91211,94792,98503,102350,106341,110481,114779,119241,123876,128692,133697,138901,144313,149944,155803,161901,168251,174864,181753,188931,196411,204210,212340,220820,229665,238893,248522,258572,269063,280016,291452,303397,315872,328905,342522,356752,371622,387165,403412,420397,438156,456726,476146,496456,517699,539921,563167,587488,612935,639561,667424,696582,727099,759039,792470,827465,864097,902447,942595,984629,1028639,1074720,1122972,1173497,1226407,1281814,1339839,1400608,1464252,1530910,1600725,1673850,1750444,1830672,1914710,2002740,2094953,2191552,2292745,2398754,2509810,2626155,2748043,2875740,3009525,3149690,3296542,3450400,3611602,3780500,3957464,4142881,4337155,4540714,4754001,4977485,5211654,5457022,5714126,5983530,6265823,6561624,6871583,7196377,7536721,7893359,8267074,8658686,9069054,9499078,9949701,10421913,10916749,11435296,11978691,12548128,13144856,13770186,14425489,15112206,15831843,16585982,17376277,18204465,19072365,19981882,20935014,21933855,22980599,24077545,25227103,26431797,27694276,29017312,30403812,31856822,33379536,34975298,36647615,38400161,40236789,42161532,44178622,46292491,48507783,50829368,53262348,55812069,58484135,61284418,64219073,67294551,70517609,73895333,77435146,81144829,85032534,89106808,93376605,97851311,102540762,107455264,112605621,118003153,123659726,129587772,135800323,142311034,149134218,156284874,163778719,171632227,179862662,188488116,197527551,207000837,216928798,227333261,238237096,249664273,261639914,274190343,287343152,301127253,315572950,330711999,346577681,363204874,380630130,398891757,418029901,438086633,459106048,481134352,504219974,528413664,553768610,580340551,608187904,637371888,667956661,700009463,733600757,768804392,805697759,844361967,884882015,927346983,971850229,1018489588,1067367596,1118591706,1172274532,1228534092,1287494069,1349284083,1414039976,1481904111,1553025683,1627561048,1705674070,1787536474,1873328233,1963237954,2057463301,2156211422,2259699412,2368154784,2481815971,2600932855,2725767307,2856593771,2993699864,3137387007,3287971092,3445783172,3611170189,3784495742,3966140880,4156504943,4356006439,4565083965,4784197171,5013827770,5254480595,5506684715,5770994590,6047991298,6338283807,6642510314,6961339652,7295472757,7645644209,8012623849,8397218470,8800273592,9222675317,9665352284,10129277704,10615471502
0,22000,24881,27807,30782,33808,36888,40023,43216,46471,49790,53177,56634,60165,63773,67463,71238,75102,79059,83115,87273,91539,95917,100414,105035,109785,114671,119700,124879,130214,135713,141384,147235,153275,159513,165959,172621,179512,186642,194021,201663,209580,217785,226291,235114,244269,253771,263637,273884,284532,295598,307104,319070,331518,344472,357956,371995,386616,401847,417717,434256,451498,469475,488223,507779,528181,549471,571691,594885,619101,644387,670795,698379,727194,757301,788761,821639,856003,891924,929478,968742,1009800,1052735,1097640,1144608,1193739,1245136,1298908,1355169,1414039,1475642,1540111,1607582,1678199,1752114,1829485,1910478,1995267,2084033,2176969,2274273,2376156,2482837,2594547,2711527,2834030,2962321,3096678,3237393,3384769,3539128,3700804,3870148,4047529,4233333,4427962,4631843,4845417,5069151,5303532,5549072,5806305,6075794,6358126,6653918,6963816,7288497,7628671,7985081,8358507,8749765,9159712,9589245,10039303,10510871,11004983,11522721,12065217,12633662,13229300,13853436,14507440,15192743,15910849,16663332,17451842,18278109,19143944,20051248,21002010,21998317,23042355,24136414,25282896,26484318,27743316,29062653,30445227,31894072,33412370,35003454,36670819,38418125,40249209,42168094,44178993,46286323,48494713,50809014,53234309,55775926,58439450,61230730,64155899,67221385,70433922,73800569,77328723,81026137,84900934,88961630,93217147,97676837,102350500,107248406,112381321,117760523,123397835,129305646,135496940,141985324,148785058,155911088,163379075,171205433,179407365,188002897,197010923,206451243,216344605,226712758,237578489,248965683,260899371,273405784,286512413,300248068,314642942,329728678,345538438,362106974,379470708,397667809,416738279,436724040,457669025,479619278,502623050,526730912,551995859,578473431,606221835,635302071,665778065,697716816,731188534,766266803,803028737,841555152,881930743,924244270,968588754,1015061682,1063765218,1114806432,1168297532,1224356113,1283105414,1344674589,1409198993,1476820476,1547687699,1621956456,1699790021,1781359506,1866844233,1956432136,2050320166,2148714730,2251832141,2359899095,2473153171,2591843351,2716230568,2846588279,2983203068,3126375275,3276419656,3433666075,3598460231,3771164414,3952158305,4141839812,4340625938,4548953707,4767281117,4996088151,5235877830,5487177321,5750539097,6026542145,6315793248,6618928312,6936613767,7269548032,7618463049,7984125896,8367340467,8768949245,9189835153,9630923493,10093183980,10577632879,11085335234,11617407209,12175018547,12759395138,13371821712,14013644671,14686275039,15391191573,16129944009,16904156469,17715531036,18565851490,19456987234,20390897401,21369635165,22395352249,23470303662
0,31516,35642,39834,44096,48431,52842,57333,61908,66571,71326,76177,81129,86187,91357,96642,102050,107585,113254,119064,125020,131131,137403,143845,150464,157269,164269,171473,178891,186534,194411,202535,210917,219569,228505,237739,247283,257154,267368,277939,288886,300227,311981,324167,336806,349919,363531,377664,392344,407597,423450,439932,457074,474906,493463,512779,532890,553835,575653,598387,622080,646779,672531,699388,727402,756629,787128,818958,852184,886874,923097,960927,1000441,1041719,1084848,1129915,1177013,1226240,1277698,1331495,1387742,1446557,1508063,1572390,1639673,1710053,1783681,1860710,1941305,2025637,2113885,2206237,2302891,2404051,2509936,2620772,2736796,2858257,2985417,3118548,3257938,3403887,3556710,3716737,3884313,4059801,4243580,4436049,4637625,4848745,5069867,5301471,5544060,5798161,6064328,6343139,6635201,6941150,7261653,7597409,7949148,8317640,8703688,9108134,9531861,9975796,10440908,10928213,11438778,11973717,12534202,13121459,13736772,14381488,15057019,15764844,16506512,17283649,18097956,18951219,19845306,20782178,21763888,22792588,23870534,25000089,26183732,27424057,28723787,30085771,31513000,33008603,34575863,36218221,37939279,39742817,41632793,43613355,45688853,47863843,50143101,52531632,55034680,57657743,60406580,63287231,66306021,69469581,72784860,76259140,79900055,83715601,87714162,91904522,96295888,100897907,105720692,110774838,116071452,121622172,127439194,133535301,139923890,146618999,153635342,160988338,168694145,176769699,185232749,194101893,203396624,213137370,223345541,234043571,245254976,257004396,269317657,282221822,295745255,309917682,324770253,340335616,356647984,373743215,391658884,410434374,430110956,450731882,472342481,494990256,518724993,543598866,569666553,596985357,625615332,655619413,687063559,720016892,754551854,790744362,828673978,868424084,910082064,953739494,999492350,1047441211,1097691485,1150353641,1205543449,1263382235,1323997152,1387521453,1454094788,1523863512,1596981003,1673608001,1753912964,1838072433,1926271425,2018703837,2115572873,2217091490,2323482870,2434980904,2551830712,2674289178,2802625520,2937121874,3078073921,3225791535,3380599463,3542838039,3712863935,3891050942,4077790794,4273494027,4478590884,4693532258,4918790686,5154861386,5402263349,5661540474,5933262769,6218027603,6516461017,6829219103,7156989445,7500492633,7860483841,8237754495,8633134009,9047491608,9481738240,9936828579,10413763122,10913590391,11437409238,11986371257,12561683322,13164610234,13796477506,14458674275,15152656357,15879949447,16642152474,17440941115,18278071478,19155383968,20074807325,21038362871,22048168951,23106445592,24215519380,25377828578,26595928485,27872497057,29210340788,30612400886,32081759737,33621647682
